,Iteration,Fitness,Time,State,Population Size,Mutation Rate,max_iters
10,100,27217.0,2.494062699999972,"[9, 5, 5, 8, 3, 9, 8, 3, 9, 4, 8, 3, 9, 9, 2, 3, 6, 9, 9, 0, 9, 7, 9, 9, 9, 0, 0, 0, 9, 1, 9, 9, 0, 9, 0, 8, 2, 0, 8, 4, 7, 2, 9, 1, 9, 9, 9, 9, 9, 2, 9, 3, 9, 0, 9, 1, 1, 1, 9, 3, 9, 5, 9, 8, 9, 9, 5, 9, 2, 8, 9, 8, 8, 8, 9, 9, 8, 0, 9, 9, 9, 9, 2, 9, 5, 3, 6, 8, 9, 0, 8, 9, 9, 0, 1, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 9, 2, 8, 9, 9, 0, 9, 0, 9, 4, 1, 8, 9, 8, 9, 8, 3, 9, 7, 8, 9, 9, 1, 9, 7, 8, 9, 9, 9, 9, 2, 9]",200,0.4,1000
11,1000,28230.0,29.377683299999944,"[9, 5, 9, 9, 0, 9, 9, 1, 9, 5, 9, 0, 9, 9, 3, 1, 9, 9, 9, 0, 9, 9, 9, 9, 9, 0, 0, 0, 9, 1, 9, 9, 0, 9, 0, 9, 2, 0, 9, 0, 1, 1, 9, 0, 9, 9, 9, 9, 9, 0, 9, 9, 9, 0, 9, 0, 2, 0, 9, 1, 9, 9, 9, 1, 9, 9, 0, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 0, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 6, 9, 0, 9, 1, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 2, 9, 9, 9, 9, 9, 0, 9]",200,0.4,1000
12,0,16173.0,0.021441699999968478,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",200,0.5,1000
13,100,26996.0,5.173117100000013,"[9, 4, 1, 9, 1, 9, 8, 6, 9, 5, 8, 5, 8, 7, 6, 6, 3, 9, 9, 3, 9, 9, 8, 9, 8, 5, 0, 0, 9, 0, 8, 8, 2, 9, 4, 9, 3, 0, 8, 3, 1, 9, 9, 3, 8, 9, 9, 9, 9, 0, 9, 9, 7, 0, 8, 0, 8, 5, 9, 6, 8, 6, 9, 0, 8, 8, 2, 9, 1, 9, 7, 8, 7, 8, 9, 9, 9, 0, 9, 9, 6, 9, 0, 9, 6, 0, 8, 9, 7, 0, 9, 7, 9, 8, 1, 8, 9, 9, 9, 9, 9, 9, 3, 7, 9, 8, 8, 9, 9, 2, 9, 9, 1, 0, 9, 1, 9, 0, 1, 9, 9, 9, 9, 9, 6, 9, 4, 8, 9, 9, 2, 9, 6, 9, 9, 9, 7, 7, 0, 8]",200,0.5,1000
14,1000,28252.0,41.180832099999975,"[9, 4, 8, 9, 0, 9, 9, 0, 9, 5, 9, 0, 9, 9, 2, 1, 9, 9, 9, 0, 9, 9, 9, 9, 9, 0, 0, 0, 9, 0, 9, 9, 0, 9, 0, 9, 0, 0, 9, 0, 0, 0, 9, 0, 9, 9, 9, 9, 9, 0, 9, 9, 9, 0, 9, 0, 5, 0, 9, 2, 9, 9, 9, 0, 9, 9, 0, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 0, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 6, 9, 0, 9, 0, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 6, 9, 9, 9, 9, 9, 0, 9]",200,0.5,1000
15,0,16173.0,0.02851379999992787,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",200,0.6,1000
16,100,26767.0,4.929435099999978,"[9, 5, 9, 8, 1, 8, 6, 4, 8, 6, 7, 0, 9, 9, 6, 0, 6, 9, 9, 2, 9, 9, 9, 8, 9, 0, 1, 0, 9, 3, 9, 9, 2, 9, 1, 9, 4, 3, 9, 4, 1, 9, 9, 1, 9, 8, 9, 5, 9, 1, 8, 8, 9, 1, 8, 1, 4, 2, 9, 2, 9, 9, 9, 4, 5, 9, 2, 7, 0, 8, 9, 9, 4, 4, 9, 9, 9, 1, 9, 9, 6, 9, 7, 9, 8, 1, 9, 9, 9, 4, 9, 8, 8, 1, 1, 9, 8, 9, 9, 9, 9, 8, 6, 9, 7, 7, 7, 9, 9, 0, 9, 8, 8, 6, 9, 1, 9, 2, 1, 9, 9, 8, 9, 9, 0, 9, 8, 8, 7, 6, 1, 9, 5, 7, 9, 9, 9, 1, 2, 9]",200,0.6,1000
17,1000,28226.0,57.88065359999996,"[9, 4, 9, 9, 0, 9, 9, 0, 9, 6, 9, 0, 9, 9, 9, 2, 9, 9, 9, 0, 9, 9, 9, 9, 9, 0, 1, 0, 9, 0, 9, 9, 0, 9, 1, 9, 2, 0, 9, 0, 2, 1, 9, 0, 9, 9, 9, 9, 9, 0, 9, 9, 9, 0, 9, 0, 6, 0, 9, 3, 9, 9, 9, 0, 9, 9, 0, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 0, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 0, 9, 0, 0, 9, 9, 9, 9, 9, 1, 9, 9, 9, 9, 9, 0, 9, 1, 9, 9, 9, 9, 9, 0, 9]",200,0.6,1000
18,0,16173.0,0.05298080000000027,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",300,0.4,1000
19,100,27440.0,9.759095300000013,"[9, 5, 1, 9, 0, 8, 6, 1, 8, 7, 8, 2, 8, 9, 3, 0, 9, 8, 7, 0, 9, 8, 9, 9, 9, 0, 6, 0, 9, 0, 9, 9, 0, 9, 4, 8, 3, 2, 9, 1, 1, 0, 9, 1, 9, 9, 9, 9, 9, 0, 9, 6, 8, 2, 9, 1, 9, 0, 9, 1, 8, 8, 7, 7, 9, 9, 3, 9, 0, 9, 9, 9, 7, 8, 9, 9, 9, 2, 9, 9, 9, 9, 1, 9, 9, 1, 6, 9, 8, 0, 8, 9, 9, 7, 0, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 8, 4, 9, 9, 0, 7, 9, 9, 8, 9, 1, 9, 2, 2, 8, 9, 9, 9, 9, 1, 9, 8, 9, 9, 9, 1, 9, 6, 9, 9, 9, 9, 4, 1, 9]",300,0.4,1000
20,1000,28222.0,67.61823140000001,"[9, 2, 1, 9, 0, 9, 9, 0, 9, 7, 9, 0, 9, 9, 3, 0, 9, 9, 9, 0, 9, 9, 9, 9, 9, 0, 0, 0, 9, 0, 9, 9, 0, 9, 0, 9, 2, 0, 9, 0, 0, 1, 9, 0, 9, 9, 9, 9, 9, 0, 9, 9, 9, 0, 9, 0, 6, 0, 9, 2, 9, 9, 9, 6, 9, 9, 0, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 0, 9, 9, 9, 0, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 0, 9, 1, 0, 9, 9, 9, 9, 9, 2, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9, 9, 9, 0, 9]",300,0.4,1000
21,0,16173.0,0.019833400000038637,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",300,0.5,1000
