,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
10,100,19792.0,0.01429130000008172,"[7, 8, 9, 5, 0, 8, 1, 7, 6, 9, 6, 7, 5, 5, 6, 2, 8, 7, 7, 6, 4, 9, 0, 7, 9, 9, 7, 5, 9, 1, 9, 4, 9, 8, 3, 9, 8, 1, 7, 7, 5, 1, 9, 1, 9, 7, 9, 4, 7, 3, 9, 5, 0, 5, 9, 2, 7, 7, 9, 7, 6, 8, 3, 7, 7, 4, 5, 9, 0, 4, 8, 0, 2, 4, 7, 9, 9, 4, 8, 8, 7, 7, 5, 1, 2, 0, 8, 6, 7, 5, 6, 2, 5, 7, 0, 4, 8, 7, 7, 4, 9, 0, 2, 0, 7, 7, 7, 9, 8, 0, 0, 1, 5, 8, 6, 3, 7, 1, 2, 2, 6, 5, 9, 2, 3, 2, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 9, 5, 1, 9]",geometric,100,0.99,0.001,99.98563779498502,100,1000
11,1000,23131.0,0.1988254999999981,"[7, 9, 9, 3, 1, 8, 1, 8, 8, 9, 9, 7, 5, 5, 6, 2, 8, 9, 7, 6, 5, 9, 0, 7, 9, 9, 3, 3, 9, 3, 9, 8, 9, 7, 3, 9, 5, 1, 9, 4, 9, 1, 9, 5, 9, 5, 9, 8, 7, 1, 9, 8, 4, 5, 9, 9, 9, 7, 9, 7, 6, 8, 3, 8, 7, 4, 6, 9, 7, 7, 8, 9, 9, 5, 8, 9, 9, 6, 8, 8, 5, 7, 6, 1, 2, 0, 8, 6, 7, 9, 6, 2, 5, 7, 0, 7, 8, 7, 9, 6, 9, 0, 4, 3, 7, 7, 9, 9, 8, 8, 3, 9, 8, 8, 6, 3, 7, 3, 6, 8, 6, 7, 9, 2, 4, 8, 2, 5, 7, 9, 6, 8, 0, 7, 6, 4, 9, 5, 1, 9]",geometric,100,0.99,0.001,99.80037321471723,100,1000
12,0,16173.0,0.000187299999993229,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",geometric,250,0.99,0.001,249.99952939346662,250,1000
13,100,18242.0,0.01857499999994161,"[7, 8, 2, 5, 0, 8, 0, 7, 6, 9, 6, 7, 5, 5, 6, 2, 8, 7, 7, 0, 4, 9, 0, 7, 2, 9, 9, 5, 8, 1, 9, 4, 1, 5, 3, 9, 8, 7, 7, 3, 5, 1, 9, 1, 9, 3, 9, 4, 6, 3, 9, 5, 0, 5, 9, 2, 7, 7, 9, 7, 6, 8, 3, 7, 7, 4, 5, 9, 0, 4, 8, 0, 2, 4, 7, 3, 9, 1, 8, 8, 7, 5, 5, 0, 2, 0, 8, 6, 7, 5, 6, 2, 5, 7, 0, 4, 5, 5, 4, 4, 9, 0, 2, 0, 7, 7, 7, 9, 8, 0, 0, 1, 6, 8, 6, 3, 7, 1, 2, 2, 6, 5, 5, 2, 3, 2, 2, 7, 7, 0, 6, 5, 1, 0, 6, 0, 9, 5, 1, 9]",geometric,250,0.99,0.001,249.95333310901998,250,1000
14,1000,22707.0,0.1831752000000506,"[7, 9, 2, 3, 1, 8, 0, 8, 9, 9, 9, 7, 5, 9, 5, 2, 8, 9, 7, 7, 9, 9, 0, 6, 5, 3, 9, 3, 8, 3, 9, 8, 6, 8, 7, 9, 5, 2, 9, 4, 6, 3, 9, 5, 9, 5, 9, 8, 6, 3, 9, 8, 4, 5, 9, 3, 9, 8, 9, 7, 6, 8, 8, 8, 7, 4, 0, 9, 7, 7, 8, 8, 9, 5, 8, 3, 9, 6, 9, 8, 5, 5, 6, 0, 1, 3, 8, 7, 7, 9, 6, 2, 9, 9, 0, 3, 7, 7, 6, 6, 9, 0, 4, 2, 7, 7, 6, 9, 8, 3, 5, 9, 9, 8, 6, 9, 7, 3, 5, 6, 6, 7, 5, 2, 6, 8, 2, 8, 7, 9, 6, 8, 6, 0, 6, 4, 9, 5, 1, 9]",geometric,250,0.99,0.001,249.54018031750402,250,1000
15,0,16173.0,0.00021879999997054256,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",geometric,500,0.99,0.001,499.99890049446674,500,1000
16,100,17463.0,0.015123499999958767,"[7, 8, 2, 5, 0, 8, 0, 7, 6, 9, 6, 7, 5, 5, 6, 2, 8, 7, 7, 0, 4, 9, 0, 7, 2, 9, 9, 5, 2, 1, 9, 4, 1, 5, 3, 9, 8, 7, 7, 3, 5, 1, 2, 1, 9, 3, 9, 4, 6, 3, 9, 5, 0, 5, 9, 2, 7, 7, 9, 7, 6, 8, 3, 7, 7, 4, 5, 9, 0, 4, 8, 0, 2, 4, 7, 3, 9, 1, 8, 8, 7, 5, 5, 0, 2, 0, 4, 6, 7, 5, 6, 2, 5, 7, 0, 4, 5, 5, 4, 4, 9, 0, 2, 0, 7, 7, 4, 9, 8, 0, 0, 1, 6, 8, 6, 3, 7, 1, 2, 2, 6, 2, 5, 2, 3, 2, 2, 7, 7, 0, 6, 5, 1, 0, 6, 0, 9, 5, 1, 9]",geometric,500,0.99,0.001,499.9240076482827,500,1000
17,1000,23095.0,0.15532499999994798,"[7, 9, 4, 3, 1, 8, 6, 2, 9, 9, 9, 7, 5, 9, 3, 3, 8, 9, 7, 7, 9, 9, 9, 6, 5, 4, 9, 3, 5, 3, 9, 8, 6, 8, 7, 9, 5, 1, 9, 0, 6, 3, 5, 5, 9, 5, 9, 8, 6, 6, 9, 8, 4, 5, 9, 2, 9, 8, 9, 7, 6, 8, 8, 7, 7, 4, 1, 9, 5, 7, 8, 8, 9, 4, 8, 6, 9, 6, 9, 9, 5, 5, 0, 0, 1, 4, 8, 9, 5, 8, 9, 2, 9, 4, 0, 3, 7, 5, 9, 8, 9, 0, 7, 2, 7, 7, 6, 9, 8, 3, 4, 9, 9, 8, 6, 4, 8, 3, 5, 6, 8, 7, 5, 2, 4, 8, 2, 8, 7, 8, 6, 8, 1, 5, 4, 4, 9, 5, 1, 9]",geometric,500,0.99,0.001,499.22007470853316,500,1000
18,0,16173.0,0.00015979999989212956,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",geometric,1000,0.99,0.001,999.9983939576214,1000,1000
19,100,16894.0,0.012513399999988906,"[7, 8, 2, 5, 0, 7, 0, 7, 6, 9, 6, 7, 2, 5, 6, 2, 8, 7, 1, 0, 4, 9, 0, 7, 2, 9, 9, 5, 2, 1, 9, 4, 1, 5, 3, 9, 8, 7, 7, 3, 5, 1, 3, 1, 9, 3, 9, 4, 6, 3, 9, 5, 0, 5, 7, 2, 7, 7, 9, 7, 6, 8, 3, 7, 7, 4, 5, 9, 0, 4, 8, 0, 2, 4, 2, 3, 9, 1, 8, 8, 7, 5, 5, 0, 2, 0, 4, 3, 7, 5, 6, 2, 5, 7, 0, 4, 5, 5, 4, 4, 9, 0, 7, 0, 7, 7, 4, 9, 8, 0, 0, 1, 6, 8, 6, 3, 7, 1, 2, 2, 6, 2, 0, 2, 3, 2, 2, 7, 6, 0, 6, 5, 1, 0, 6, 0, 9, 5, 1, 9]",geometric,1000,0.99,0.001,999.8742440352753,1000,1000
20,1000,22624.0,0.217957599999977,"[9, 9, 4, 3, 5, 8, 9, 2, 9, 3, 8, 5, 2, 9, 3, 3, 8, 9, 4, 7, 9, 9, 9, 6, 5, 4, 1, 3, 5, 3, 9, 8, 6, 8, 7, 7, 5, 1, 8, 0, 7, 3, 5, 5, 9, 5, 9, 8, 6, 6, 9, 8, 8, 5, 9, 2, 9, 8, 8, 5, 6, 8, 8, 8, 7, 4, 5, 9, 5, 7, 8, 8, 9, 4, 8, 6, 5, 8, 9, 9, 5, 5, 0, 0, 4, 8, 8, 9, 5, 8, 9, 2, 9, 4, 0, 0, 5, 3, 6, 8, 9, 0, 7, 2, 7, 7, 6, 9, 8, 3, 4, 9, 9, 8, 6, 5, 8, 1, 5, 6, 8, 7, 6, 2, 4, 8, 2, 8, 6, 6, 6, 8, 1, 5, 8, 4, 9, 4, 8, 8]",geometric,1000,0.99,0.001,997.8118504155061,1000,1000
21,0,16173.0,0.00015819999998711864,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",geometric,2500,0.99,0.001,2499.99602509533,2500,1000
22,100,16762.0,0.018032499999890206,"[7, 8, 2, 5, 0, 7, 0, 7, 6, 9, 6, 7, 2, 5, 6, 2, 8, 7, 1, 0, 4, 9, 0, 7, 2, 9, 9, 5, 2, 1, 9, 4, 1, 5, 3, 9, 8, 7, 7, 3, 5, 1, 3, 1, 9, 3, 9, 4, 6, 3, 9, 5, 0, 5, 7, 2, 7, 7, 9, 7, 6, 8, 3, 7, 7, 4, 5, 9, 0, 4, 8, 0, 2, 4, 2, 3, 9, 1, 8, 5, 7, 5, 5, 0, 2, 0, 4, 3, 7, 5, 6, 2, 5, 7, 0, 4, 5, 5, 4, 4, 9, 0, 7, 0, 7, 7, 4, 9, 8, 0, 0, 1, 6, 8, 6, 3, 7, 1, 2, 2, 6, 2, 0, 2, 3, 2, 2, 7, 6, 0, 6, 5, 1, 0, 6, 0, 9, 5, 1, 9]",geometric,2500,0.99,0.001,2499.546959350933,2500,1000
23,1000,22496.0,0.20177739999996902,"[7, 9, 5, 3, 5, 8, 6, 2, 9, 3, 8, 7, 2, 9, 6, 9, 8, 8, 4, 7, 9, 6, 9, 6, 5, 5, 1, 3, 5, 2, 8, 8, 6, 8, 7, 7, 4, 0, 8, 0, 7, 5, 5, 3, 9, 5, 6, 2, 6, 6, 5, 8, 9, 0, 9, 8, 9, 8, 8, 8, 6, 8, 8, 8, 7, 9, 5, 9, 5, 7, 8, 8, 9, 8, 5, 6, 5, 8, 9, 7, 7, 5, 0, 8, 7, 8, 2, 9, 5, 8, 9, 2, 9, 4, 1, 0, 6, 4, 9, 8, 9, 0, 7, 1, 7, 7, 6, 1, 8, 1, 5, 9, 9, 8, 6, 5, 8, 1, 5, 8, 8, 7, 6, 8, 6, 1, 2, 8, 9, 9, 6, 8, 1, 5, 8, 2, 8, 5, 8, 8]",geometric,2500,0.99,0.001,2494.935310561039,2500,1000
