,Iteration,Time,Fitness,Temperature,max_iters
253,253,0.04608980000000429,5.0,1,1000
254,254,0.04621670000005906,5.0,1,1000
255,255,0.04633000000001175,5.0,1,1000
256,256,0.04643950000001951,5.0,1,1000
257,257,0.0465507000000116,5.0,1,1000
258,258,0.046638099999995575,5.0,1,1000
259,259,0.04674959999999828,5.0,1,1000
260,260,0.04686110000000099,5.0,1,1000
261,261,0.04697220000002744,5.0,1,1000
262,262,0.0470857000000251,5.0,1,1000
263,263,0.04720640000005005,6.0,1,1000
264,264,0.04731750000007651,6.0,1,1000
265,265,0.04745690000004288,6.0,1,1000
266,266,0.047578200000089055,6.0,1,1000
267,267,0.04772920000004888,6.0,1,1000
268,268,0.04785750000007738,6.0,1,1000
269,269,0.047977800000012394,6.0,1,1000
270,270,0.04811080000001766,6.0,1,1000
271,271,0.04822869999998147,6.0,1,1000
272,272,0.04831899999999223,6.0,1,1000
273,273,0.04842780000001312,6.0,1,1000
274,274,0.048536600000034014,6.0,1,1000
275,275,0.048645200000009936,6.0,1,1000
276,276,0.0487526000000571,6.0,1,1000
277,277,0.04883780000000115,6.0,1,1000
278,278,0.04894760000001952,6.0,1,1000
279,279,0.04905420000000049,6.0,1,1000
280,280,0.04917220000004363,6.0,1,1000
281,281,0.049282800000014504,6.0,1,1000
282,282,0.049391600000035396,6.0,1,1000
283,283,0.049499599999990096,6.0,1,1000
284,284,0.0496127000000115,6.0,1,1000
285,285,0.04972700000007535,6.0,1,1000
286,286,0.049838200000067445,6.0,1,1000
287,287,0.049947900000006484,6.0,1,1000
288,288,0.05006140000000414,6.0,1,1000
289,289,0.050183800000013434,6.0,1,1000
290,290,0.050300100000072234,6.0,1,1000
291,291,0.05041479999999865,6.0,1,1000
292,292,0.05052860000000692,6.0,1,1000
293,293,0.05064020000008895,6.0,1,1000
294,294,0.05075540000007095,6.0,1,1000
295,295,0.05086870000002364,6.0,1,1000
296,296,0.050980800000047566,6.0,1,1000
297,297,0.051092900000071495,6.0,1,1000
298,298,0.05119799999999941,6.0,1,1000
299,299,0.051315000000045075,6.0,1,1000
300,300,0.05140470000003461,6.0,1,1000
301,301,0.05152340000006461,6.0,1,1000
302,302,0.051637900000059744,6.0,1,1000
303,303,0.051753800000028605,6.0,1,1000
304,304,0.051871399999981804,6.0,1,1000
305,305,0.05198840000002747,6.0,1,1000
306,306,0.0521205000000009,6.0,1,1000
307,307,0.05224300000008952,6.0,1,1000
308,308,0.05235820000007152,6.0,1,1000
309,309,0.05244660000005297,6.0,1,1000
310,310,0.052567700000054174,6.0,1,1000
311,311,0.05268499999999676,6.0,1,1000
312,312,0.052799700000036864,6.0,1,1000
313,313,0.052886800000010226,6.0,1,1000
314,314,0.05298100000004524,6.0,1,1000
315,315,0.05309650000003785,6.0,1,1000
316,316,0.05322410000007949,6.0,1,1000
317,317,0.053337199999987206,6.0,1,1000
318,318,0.05345220000003792,6.0,1,1000
319,319,0.05356330000006437,6.0,1,1000
320,320,0.05368010000006507,6.0,1,1000
321,321,0.05379600000003393,6.0,1,1000
322,322,0.05391070000007403,6.0,1,1000
323,323,0.054029000000014094,6.0,1,1000
324,324,0.05416160000004311,6.0,1,1000
325,325,0.05428730000005544,6.0,1,1000
326,326,0.05440380000004552,6.0,1,1000
327,327,0.05451779999998507,6.0,1,1000
328,328,0.054636200000004465,6.0,1,1000
329,329,0.05475190000004204,6.0,1,1000
330,330,0.054847500000050786,6.0,1,1000
331,331,0.0549649000000727,6.0,1,1000
332,332,0.055081200000017816,6.0,1,1000
333,333,0.05520799999999326,6.0,1,1000
