,Iteration,Fitness,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters
20,1000,22458.0,0.19855739999911748,"[7, 8, 9, 5, 0, 8, 1, 8, 6, 9, 6, 7, 5, 5, 6, 2, 8, 9, 7, 9, 5, 9, 0, 7, 9, 9, 7, 6, 9, 3, 9, 6, 9, 8, 3, 9, 8, 7, 9, 7, 9, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 4, 5, 9, 2, 7, 7, 9, 8, 6, 9, 7, 8, 7, 4, 5, 9, 3, 7, 8, 9, 9, 7, 8, 9, 9, 6, 8, 8, 7, 7, 6, 1, 3, 0, 8, 6, 7, 9, 6, 2, 5, 7, 8, 7, 8, 7, 7, 6, 9, 0, 2, 3, 7, 7, 7, 9, 8, 8, 3, 6, 9, 8, 6, 3, 7, 2, 7, 8, 6, 5, 9, 2, 6, 8, 2, 7, 7, 1, 6, 7, 1, 7, 6, 4, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9901212486192664,1.0,1000
21,0,16173.0,0.00011670000094454736,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",exponential,1.0,0.05,0.001,0.9999941650169764,1.0,1000
22,100,20520.0,0.008567700002458878,"[7, 8, 9, 5, 0, 8, 1, 7, 6, 9, 6, 7, 5, 5, 6, 2, 8, 7, 7, 9, 4, 9, 0, 7, 9, 9, 7, 6, 9, 1, 9, 4, 9, 8, 3, 9, 8, 7, 7, 7, 5, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 0, 5, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 9, 4, 8, 8, 7, 7, 5, 1, 3, 0, 8, 6, 7, 5, 6, 2, 5, 7, 8, 4, 8, 7, 7, 4, 9, 0, 2, 0, 7, 7, 7, 9, 8, 4, 0, 1, 9, 8, 6, 3, 7, 2, 7, 2, 6, 5, 9, 2, 6, 6, 2, 7, 7, 0, 6, 7, 1, 4, 6, 0, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9995717067436302,1.0,1000
23,1000,22458.0,0.18535440000414383,"[7, 8, 9, 5, 0, 8, 1, 8, 6, 9, 6, 7, 5, 5, 6, 2, 8, 9, 7, 9, 5, 9, 0, 7, 9, 9, 7, 6, 9, 3, 9, 6, 9, 8, 3, 9, 8, 7, 9, 7, 9, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 4, 5, 9, 2, 7, 7, 9, 8, 6, 9, 7, 8, 7, 4, 5, 9, 3, 7, 8, 9, 9, 7, 8, 9, 9, 6, 8, 8, 7, 7, 6, 1, 3, 0, 8, 6, 7, 9, 6, 2, 5, 7, 8, 7, 8, 7, 7, 6, 9, 0, 2, 3, 7, 7, 7, 9, 8, 8, 3, 6, 9, 8, 6, 3, 7, 2, 7, 8, 6, 5, 9, 2, 6, 8, 2, 7, 7, 1, 6, 7, 1, 7, 6, 4, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9907750929552174,1.0,1000
24,0,16173.0,0.00013439999020192772,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",exponential,1.0,0.05,0.001,0.9999932800230691,1.0,1000
25,100,20520.0,0.009517999991658144,"[7, 8, 9, 5, 0, 8, 1, 7, 6, 9, 6, 7, 5, 5, 6, 2, 8, 7, 7, 9, 4, 9, 0, 7, 9, 9, 7, 6, 9, 1, 9, 4, 9, 8, 3, 9, 8, 7, 7, 7, 5, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 0, 5, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 9, 4, 8, 8, 7, 7, 5, 1, 3, 0, 8, 6, 7, 5, 6, 2, 5, 7, 8, 4, 8, 7, 7, 4, 9, 0, 2, 0, 7, 7, 7, 9, 8, 4, 0, 1, 9, 8, 6, 3, 7, 2, 7, 2, 6, 5, 9, 2, 6, 6, 2, 7, 7, 0, 6, 7, 1, 4, 6, 0, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9995242132228603,1.0,1000
26,1000,22458.0,0.16285869998682756,"[7, 8, 9, 5, 0, 8, 1, 8, 6, 9, 6, 7, 5, 5, 6, 2, 8, 9, 7, 9, 5, 9, 0, 7, 9, 9, 7, 6, 9, 3, 9, 6, 9, 8, 3, 9, 8, 7, 9, 7, 9, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 4, 5, 9, 2, 7, 7, 9, 8, 6, 9, 7, 8, 7, 4, 5, 9, 3, 7, 8, 9, 9, 7, 8, 9, 9, 6, 8, 8, 7, 7, 6, 1, 3, 0, 8, 6, 7, 9, 6, 2, 5, 7, 8, 7, 8, 7, 7, 6, 9, 0, 2, 3, 7, 7, 7, 9, 8, 8, 3, 6, 9, 8, 6, 3, 7, 2, 7, 8, 6, 5, 9, 2, 6, 8, 2, 7, 7, 1, 6, 7, 1, 7, 6, 4, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9918901288892953,1.0,1000
27,0,16173.0,0.00015300000086426735,"[5, 8, 9, 5, 0, 0, 1, 7, 6, 9, 2, 4, 5, 2, 4, 2, 4, 7, 7, 9, 1, 7, 0, 6, 9, 9, 7, 6, 9, 1, 0, 1, 8, 8, 3, 9, 8, 7, 3, 6, 5, 1, 9, 3, 4, 8, 1, 4, 0, 3, 9, 2, 0, 4, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 7, 3, 0, 8, 7, 7, 1, 1, 3, 0, 8, 6, 4, 5, 6, 2, 5, 7, 8, 4, 4, 7, 7, 4, 9, 0, 2, 0, 7, 1, 7, 9, 8, 4, 0, 1, 9, 8, 2, 3, 1, 2, 7, 2, 6, 0, 9, 2, 6, 6, 2, 7, 7, 0, 6, 5, 1, 4, 6, 0, 6, 5, 1, 2]",exponential,1.0,0.05,0.001,0.9999923500292179,1.0,1000
28,100,20520.0,0.011781200009863824,"[7, 8, 9, 5, 0, 8, 1, 7, 6, 9, 6, 7, 5, 5, 6, 2, 8, 7, 7, 9, 4, 9, 0, 7, 9, 9, 7, 6, 9, 1, 9, 4, 9, 8, 3, 9, 8, 7, 7, 7, 5, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 0, 5, 9, 2, 7, 7, 9, 8, 6, 9, 3, 7, 7, 4, 5, 9, 3, 6, 8, 0, 2, 7, 7, 9, 9, 4, 8, 8, 7, 7, 5, 1, 3, 0, 8, 6, 7, 5, 6, 2, 5, 7, 8, 4, 8, 7, 7, 4, 9, 0, 2, 0, 7, 7, 7, 9, 8, 4, 0, 1, 9, 8, 6, 3, 7, 2, 7, 2, 6, 5, 9, 2, 6, 6, 2, 7, 7, 0, 6, 7, 1, 4, 6, 0, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9994111134612874,1.0,1000
29,1000,22458.0,0.19965730000694748,"[7, 8, 9, 5, 0, 8, 1, 8, 6, 9, 6, 7, 5, 5, 6, 2, 8, 9, 7, 9, 5, 9, 0, 7, 9, 9, 7, 6, 9, 3, 9, 6, 9, 8, 3, 9, 8, 7, 9, 7, 9, 1, 9, 3, 9, 8, 9, 4, 7, 3, 9, 5, 4, 5, 9, 2, 7, 7, 9, 8, 6, 9, 7, 8, 7, 4, 5, 9, 3, 7, 8, 9, 9, 7, 8, 9, 9, 6, 8, 8, 7, 7, 6, 1, 3, 0, 8, 6, 7, 9, 6, 2, 5, 7, 8, 7, 8, 7, 7, 6, 9, 0, 2, 3, 7, 7, 7, 9, 8, 8, 3, 6, 9, 8, 6, 3, 7, 2, 7, 8, 6, 5, 9, 2, 6, 8, 2, 7, 7, 1, 6, 7, 1, 7, 6, 4, 9, 5, 1, 9]",exponential,1.0,0.05,0.001,0.9900667983980697,1.0,1000
